Product,Product type,Issuer,Product description,GICS sector,GICS industry group,GICS industry,GICS sub-industry,Region,Country
BTN,Cash,No Issuer,BTN,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
BWP,Cash,No Issuer,BWP,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
BYN,Cash,No Issuer,BYN,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
BZD,Cash,No Issuer,BZD,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
CAD,Cash,No Issuer,CAD,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
CDF,Cash,No Issuer,CDF,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
CHE,Cash,No Issuer,CHE,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
CHF,Cash,No Issuer,CHF,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
CHW,Cash,No Issuer,CHW,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
CLF,Cash,No Issuer,CLF,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
CLP,Cash,No Issuer,CLP,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
CNY,Cash,No Issuer,CNY,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
COP,Cash,No Issuer,COP,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
COU,Cash,No Issuer,COU,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
CRC,Cash,No Issuer,CRC,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
CUC,Cash,No Issuer,CUC,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
CUP,Cash,No Issuer,CUP,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
CVE,Cash,No Issuer,CVE,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
CZK,Cash,No Issuer,CZK,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
DJF,Cash,No Issuer,DJF,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
DKK,Cash,No Issuer,DKK,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
DOP,Cash,No Issuer,DOP,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
DZD,Cash,No Issuer,DZD,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
Derivative,Cash,No Issuer,Derivative,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
EGP,Cash,No Issuer,EGP,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
ERN,Cash,No Issuer,ERN,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
ETB,Cash,No Issuer,ETB,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
EUR,Cash,No Issuer,EUR,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
FJD,Cash,No Issuer,FJD,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
FKP,Cash,No Issuer,FKP,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
GBP,Cash,No Issuer,GBP,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
GEL,Cash,No Issuer,GEL,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
GHS,Cash,No Issuer,GHS,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
GIP,Cash,No Issuer,GIP,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
GMD,Cash,No Issuer,GMD,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
GNF,Cash,No Issuer,GNF,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
GTQ,Cash,No Issuer,GTQ,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
GYD,Cash,No Issuer,GYD,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
HKD,Cash,No Issuer,HKD,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
HNL,Cash,No Issuer,HNL,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
HTG,Cash,No Issuer,HTG,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
HUF,Cash,No Issuer,HUF,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
IDR,Cash,No Issuer,IDR,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
ILS,Cash,No Issuer,ILS,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
INR,Cash,No Issuer,INR,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
IQD,Cash,No Issuer,IQD,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
IRR,Cash,No Issuer,IRR,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
ISK,Cash,No Issuer,ISK,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
JMD,Cash,No Issuer,JMD,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
JOD,Cash,No Issuer,JOD,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
JPY,Cash,No Issuer,JPY,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
KES,Cash,No Issuer,KES,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
KGS,Cash,No Issuer,KGS,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
KHR,Cash,No Issuer,KHR,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
KMF,Cash,No Issuer,KMF,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
KPW,Cash,No Issuer,KPW,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
KRW,Cash,No Issuer,KRW,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
KWD,Cash,No Issuer,KWD,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
KYD,Cash,No Issuer,KYD,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
KZT,Cash,No Issuer,KZT,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
LAK,Cash,No Issuer,LAK,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
LBP,Cash,No Issuer,LBP,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
LKR,Cash,No Issuer,LKR,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
LRD,Cash,No Issuer,LRD,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
LSL,Cash,No Issuer,LSL,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
LYD,Cash,No Issuer,LYD,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
MAD,Cash,No Issuer,MAD,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
MDL,Cash,No Issuer,MDL,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
MGA,Cash,No Issuer,MGA,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
MKD,Cash,No Issuer,MKD,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
MMK,Cash,No Issuer,MMK,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
MNT,Cash,No Issuer,MNT,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
MOP,Cash,No Issuer,MOP,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
MRU,Cash,No Issuer,MRU,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
MUR,Cash,No Issuer,MUR,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
MVR,Cash,No Issuer,MVR,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
MWK,Cash,No Issuer,MWK,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
MXN,Cash,No Issuer,MXN,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
MXV,Cash,No Issuer,MXV,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
MYR,Cash,No Issuer,MYR,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
MZN,Cash,No Issuer,MZN,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
N/A,Cash,No Issuer,N/A,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
NAD,Cash,No Issuer,NAD,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
NGN,Cash,No Issuer,NGN,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
NIO,Cash,No Issuer,NIO,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
NOK,Cash,No Issuer,NOK,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
NPR,Cash,No Issuer,NPR,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
NZD,Cash,No Issuer,NZD,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
OMR,Cash,No Issuer,OMR,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
PAB,Cash,No Issuer,PAB,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
PEN,Cash,No Issuer,PEN,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
PGK,Cash,No Issuer,PGK,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
PHP,Cash,No Issuer,PHP,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
PKR,Cash,No Issuer,PKR,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
PLN,Cash,No Issuer,PLN,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
PYG,Cash,No Issuer,PYG,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
QAR,Cash,No Issuer,QAR,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
RON,Cash,No Issuer,RON,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
RSD,Cash,No Issuer,RSD,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
RUB,Cash,No Issuer,RUB,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
RWF,Cash,No Issuer,RWF,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
SAR,Cash,No Issuer,SAR,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
SBD,Cash,No Issuer,SBD,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
SCR,Cash,No Issuer,SCR,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
SDG,Cash,No Issuer,SDG,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
SEK,Cash,No Issuer,SEK,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
SGD,Cash,No Issuer,SGD,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
SHP,Cash,No Issuer,SHP,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
SLE,Cash,No Issuer,SLE,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
SOS,Cash,No Issuer,SOS,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
SRD,Cash,No Issuer,SRD,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
SSP,Cash,No Issuer,SSP,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
STN,Cash,No Issuer,STN,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
SVC,Cash,No Issuer,SVC,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
SYP,Cash,No Issuer,SYP,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
SZL,Cash,No Issuer,SZL,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
THB,Cash,No Issuer,THB,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
TJS,Cash,No Issuer,TJS,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
TMT,Cash,No Issuer,TMT,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
TND,Cash,No Issuer,TND,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
TOP,Cash,No Issuer,TOP,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
TRY,Cash,No Issuer,TRY,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
TTD,Cash,No Issuer,TTD,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
TWD,Cash,No Issuer,TWD,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
TZS,Cash,No Issuer,TZS,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
UAH,Cash,No Issuer,UAH,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
UGX,Cash,No Issuer,UGX,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
USD,Cash,No Issuer,USD,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
USN,Cash,No Issuer,USN,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
UYI,Cash,No Issuer,UYI,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
UYU,Cash,No Issuer,UYU,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
UYW,Cash,No Issuer,UYW,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
UZS,Cash,No Issuer,UZS,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
Unknown Cash Product,Cash,Unknown Product Issuer,Unknown Cash Product Description,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Unknown Product Region,Unknown Product Country
VED,Cash,No Issuer,VED,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
VES,Cash,No Issuer,VES,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
VND,Cash,No Issuer,VND,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
VUV,Cash,No Issuer,VUV,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
WST,Cash,No Issuer,WST,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
XAF,Cash,No Issuer,XAF,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
XAG,Cash,No Issuer,XAG,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
XAU,Cash,No Issuer,XAU,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
XBA,Cash,No Issuer,XBA,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
XBB,Cash,No Issuer,XBB,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
XBC,Cash,No Issuer,XBC,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
XBD,Cash,No Issuer,XBD,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
XCD,Cash,No Issuer,XCD,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
XDR,Cash,No Issuer,XDR,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
XOF,Cash,No Issuer,XOF,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
XPD,Cash,No Issuer,XPD,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
XPF,Cash,No Issuer,XPF,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
XPT,Cash,No Issuer,XPT,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
XSU,Cash,No Issuer,XSU,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
XTS,Cash,No Issuer,XTS,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
XUA,Cash,No Issuer,XUA,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
XXX,Cash,No Issuer,XXX,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
YER,Cash,No Issuer,YER,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
ZAR,Cash,No Issuer,ZAR,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
ZMW,Cash,No Issuer,ZMW,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
ZWG,Cash,No Issuer,ZWG,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
ASX T BOND 10Y,Derivative,No Issuer,10y Commonwealth Treas. Bond Future,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
BMF DI,Derivative,No Issuer,BMF DI future,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
CBOT T NOTE 10Y,Derivative,No Issuer,10-Year U.S. Treasury Note Future,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
CME EURUSD,Derivative,No Issuer,CME EURUSD,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
CME S&P 500,Derivative,No Issuer,S&P 500 Index Future,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
ENGIE,Derivative,No Issuer,ENGIE,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
EUR 1M EOM,Derivative,No Issuer,EUR monthly end-of-month,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
EUR 3M EURIBOR,Derivative,No Issuer,EUR 3M EURIBOR,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
EUR EONIA,Derivative,No Issuer,Euopean Overnight Index underlying,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
EUR EUHICPXT YOY,Derivative,No Issuer,EUR EUHICPXT YOY,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
EUR EURIBOR 1M,Derivative,No Issuer,EUR EURIBOR 1M,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
EUR EURIBOR 3M,Derivative,No Issuer,EUR EURIBOR 3M,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
EUR EURIBOR A 6M,Derivative,No Issuer,EUR EURIBOR A 6M,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
EUR EURIBOR S 6M,Derivative,No Issuer,EUR EURIBOR S 6M,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
EUR-USD 3M-3M,Derivative,No Issuer,EUR-USD 3M-3M,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
EUR/GBP,Derivative,No Issuer,EUR/GBP,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
EUR/USD,Derivative,No Issuer,EUR/USD,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
EUREX BUND 10Y,Derivative,No Issuer,Euro Bund Future,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
EUREX DJ STOXX 50,Derivative,No Issuer,Dow Jones STOXX50 future,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
EUREX EURIBOR 3M,Derivative,No Issuer,EUREX Three-Month Euribor Futures,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
EURONEXT CAC 40,Derivative,No Issuer,CAC 40 Index Future,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
GBP UKRPIAI YOY,Derivative,No Issuer,GBP UKRPIAI YOY,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
ITRAXX-EUROPES23V1-10Y,Derivative,No Issuer,ITRAXX-EUROPES23V1-10Y,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
JSE R209,Derivative,No Issuer,JSE R209 Bond Future,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
OMX NIBOR FRA 3M,Derivative,No Issuer,OMX 3M NIBOR (Norwegian FRA),No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
USD/BRL,Derivative,No Issuer,USD/BRL,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
USD/CNY,Derivative,No Issuer,USD/CNY,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
Unknown Derivative Product,Derivative,Unknown Product Issuer,Unknown Derivative Product Description,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Unknown Product Region,Unknown Product Country
3407.JP,Equity,ASAHI KASEI CORP,Asahi Kasei Corp,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Japan,JP
4063.JP,Equity,SHIN ETSU CHEM CO LTD,Shin-Etsu Chemical Co Ltd,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Japan,JP
4452.JP,Equity,KAO CORP.,Kao Corp,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Japan,JP
5108.JP,Equity,BRIDGESTONE CORP,Bridgestone Corp,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Japan,JP
6201.JP,Equity,TOYOTA MTR CORP,Toyota Industries Corp,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Japan,JP
6902.JP,Equity,DENSO CORP,Denso Corp,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Japan,JP
7201.JP,Equity,NISSAN MTR CO LTD,Nissan Motor Co Ltd,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Japan,JP
7267.JP,Equity,HONDA MTR CO LTD,Honda Motor Co Ltd,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Japan,JP
AB SICAVI EUR EQUITY PORTFOLIO S,Equity,ALLIANCE BERNSTEIN INVESTMENTS,AB SICAVI - European Equity Portfolio S Acc,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,LU
ABERDEEN ASIA PACIFIC EQUITY,Equity,ABERDEEN STANDARD INVESTMENTS LUX,Aberdeen Standard SICAV I Asia Pacisifc Eq Fund A Acc USD,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,LU
ABI.BE,Equity,ANHEUSER BUSCH INBEV NV,Anheuser-Busch InBev SA/NV,Consumer Discretionary,Consumer Discretionary,Consumer Discretionary,Consumer Discretionary,Western Europe,BE
ACA.FR,Equity,Cr Agricole SA,Credit Agricole SA,Financials,Financials,Financials,Financials,Western Europe,FR
AD.NL,Equity,KONINKLIJKE AHOLD N V,Koninklijke Ahold Delhaize NV,Consumer Discretionary,Consumer Discretionary,Consumer Discretionary,Consumer Discretionary,Western Europe,NL
ADS.DE,Equity,ADIDAS AG,adidas AG,Consumer Discretionary,Consumer Discretionary,Consumer Discretionary,Consumer Discretionary,Western Europe,DE
AEX,Equity,No Issuer,AEX Index,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
AF.FR,Equity,AIR FRANCE,Air France,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,FR
AI.FR,Equity,AIR LIQUIDE SA,Air Liquide SA,Materials,Materials,Chemicals,Specialty Chemicals,Western Europe,FR
AIG.US,Equity,CTP_BNKISS_BIC_PAYNET_CONF_SI,AMERICAN INTL GROUP,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
AIR.FR,Equity,AIRBUS GROUP SE,Airbus SE,Industrials,Industrials,Industrials,Industrials,Western Europe,FR
ALO.FR,Equity,ALSTOM,Alstom SA,Industrials,Industrials,Industrials,Industrials,Western Europe,FR
ALV.DE,Equity,ALLIANZ SE,Allianz SE,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,DE
AMS.ES,Equity,AMADEUS IT GROUP SA,Amadeus IT Group SA,Information Technology,Software & Services,Software & Services,Software & Services,Western Europe,ES
ASML.NL,Equity,ASML HLDG NV,ASML.NL - ASML Holding NV,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Western Europe,NL
ASML.US,Equity,No Issuer,ASML.US - ASML Holding NV,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,North America,US
ATX,Equity,No Issuer,Austrian Traded Index,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
AZO.US,Equity,AUTOZONE INC,AutoZone Inc,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,North America,US
BAILLIE GIFFORD US EQ GROWTH FUND,Equity,BAILLIE GIFFORD,Baillie Gifford Worldwide US Equity Growth Fund Class B EUR,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,IE
BAS.DE,Equity,BASF SE,BASF SE,Materials,Materials,Chemicals,Chemicals,Western Europe,DE
BAYN.DE,Equity,BAYER AG,Bayer AG,Materials,Materials,Chemicals,Chemicals,Western Europe,DE
BBVA.ES,Equity,BBVA BANCOMER S A INSTITUCION DE BC,Banco Bilbao Vizcaya Argentaria SA,Financials,Financials,Financials,Financials,Western Europe,ES
BEL 20,Equity,No Issuer,BEL 20 Index,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
BMW.DE,Equity,BAY MOTOREN WERKE AG,Bayerische Motoren Werke AG,Consumer Discretionary,Consumer Discretionary,Consumer Discretionary,Consumer Discretionary,Western Europe,DE
BN.FR,Equity,DANONE SA,Danone SA,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,FR
